Date,Country,Channel,Campaign_ID,Campaign_Name,Sessions,Users
2024-01-13,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,6808,5434
2024-01-13,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3863,3462
2024-01-13,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,3971,3343
2024-01-13,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1233,1118
2024-01-13,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,269,209
2024-01-13,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,344,300
2024-01-13,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,1781,1681
2024-01-13,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,919,790
2024-01-13,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,501,446
2024-01-14,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,7221,5584
2024-01-14,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2084,1692
2024-01-14,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1821,1371
2024-01-14,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1185,1049
2024-01-14,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,283,235
2024-01-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,570,496
2024-01-14,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2279,2088
2024-01-14,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1099,1012
2024-01-14,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,894,689
2024-01-15,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,18356,16237
2024-01-15,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3528,2722
2024-01-15,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2358,1824
2024-01-15,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,981,795
2024-01-15,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,274,235
2024-01-15,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,386,319
2024-01-15,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,5817,4916
2024-01-15,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1419,1275
2024-01-15,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,422,345
2024-01-16,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,14378,13023
2024-01-16,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,5076,3808
2024-01-16,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1825,1624
2024-01-16,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,987,851
2024-01-16,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,564,533
2024-01-16,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,552,521
2024-01-16,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2854,2629
2024-01-16,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1219,964
2024-01-16,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,713,645
2024-01-17,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,7418,6101
2024-01-17,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3233,2499
2024-01-17,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1634,1482
2024-01-17,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,2466,1985
2024-01-17,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,516,426
2024-01-17,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,281,243
2024-01-17,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,3545,2941
2024-01-17,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1530,1397
2024-01-17,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,655,557
2024-01-18,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,6811,5768
2024-01-18,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2653,2416
2024-01-18,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2882,2545
2024-01-18,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,925,694
2024-01-18,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,273,220
2024-01-18,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,441,386
2024-01-18,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,7808,6671
2024-01-18,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1424,1311
2024-01-18,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,651,611
2024-01-19,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,6596,6139
2024-01-19,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3057,2494
2024-01-19,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,3650,2770
2024-01-19,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,902,795
2024-01-19,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,882,815
2024-01-19,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,300,266
2024-01-19,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2032,1761
2024-01-19,Spain,GoogleAds,CAMP-ES-GGL-004,Seasonal Search ES,798,658
2024-01-19,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,601,526
2024-01-20,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,7587,6784
2024-01-20,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,4227,3661
2024-01-20,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2510,1887
2024-01-20,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1354,1213
2024-01-20,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,472,420
2024-01-20,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,174,152
2024-01-20,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2373,1938
2024-01-20,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1073,882
2024-01-20,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,559,473
2024-01-21,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,13292,11490
2024-01-21,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2211,1754
2024-01-21,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2945,2339
2024-01-21,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1545,1208
2024-01-21,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,200,174
2024-01-21,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,337,263
2024-01-21,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,1667,1435
2024-01-21,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,339,281
2024-01-21,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,684,640
2024-01-22,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,10861,8479
2024-01-22,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2251,2083
2024-01-22,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1067,817
2024-01-22,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1801,1526
2024-01-22,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,373,284
2024-01-22,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,233,189
2024-01-22,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2970,2690
2024-01-22,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,597,465
2024-01-22,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,304,285
2024-01-23,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,7358,6242
2024-01-23,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2030,1696
2024-01-23,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,3095,2446
2024-01-23,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1351,1163
2024-01-23,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,528,432
2024-01-23,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,588,466
2024-01-23,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,5086,3952
2024-01-23,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,754,620
2024-01-23,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,330,283
2024-01-24,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,4353,3914
2024-01-24,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3628,3305
2024-01-24,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2619,2159
2024-01-24,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,828,662
2024-01-24,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,438,375
2024-01-24,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,201,156
2024-01-24,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2599,2126
2024-01-24,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1335,1031
2024-01-24,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,490,451
2024-01-25,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,9564,8909
2024-01-25,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1894,1436
2024-01-25,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2752,2131
2024-01-25,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,954,812
2024-01-25,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,281,241
2024-01-25,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,420,341
2024-01-25,Spain,Email Marketing,CAMP-ES-EML-006,flash sale es,3576,3003
2024-01-25,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,704,590
2024-01-25,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,469,374
2024-01-26,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,18273,15847
2024-01-26,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3128,2579
2024-01-26,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2305,1794
2024-01-26,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,2051,1587
2024-01-26,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,674,550
2024-01-26,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,296,257
2024-01-26,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,4165,3126
2024-01-26,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1353,1162
2024-01-26,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,311,240
2024-01-27,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,20298,16688
2024-01-27,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,4678,4271
2024-01-27,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2654,2394
2024-01-27,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1092,947
2024-01-27,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,437,352
2024-01-27,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,439,331
2024-01-27,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,3284,2697
2024-01-27,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,858,723
2024-01-27,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,698,560
2024-01-28,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,5635,4538
2024-01-28,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1865,1598
2024-01-28,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1426,1105
2024-01-28,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,2183,1857
2024-01-28,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,365,313
2024-01-28,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,364,276
2024-01-28,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,4937,4014
2024-01-28,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1646,1463
2024-01-28,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,1317,1036
2024-01-29,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,11974,10028
2024-01-29,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,4106,3670
2024-01-29,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2480,1991
2024-01-29,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1028,817
2024-01-29,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,508,444
2024-01-29,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,243,183
2024-01-29,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,3252,2458
2024-01-29,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,1051,833
2024-01-29,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,557,436
2024-01-30,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,9639,7471
2024-01-30,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1587,1211
2024-01-30,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2576,2163
2024-01-30,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1678,1379
2024-01-30,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,263,206
2024-01-30,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,482,438
2024-01-30,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,4105,3253
2024-01-30,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,644,484
2024-01-30,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,324,297
2024-01-31,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,9539,8195
2024-01-31,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3561,3122
2024-01-31,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,3792,3412
2024-01-31,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1451,1317
2024-01-31,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,434,410
2024-01-31,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,381,322
2024-01-31,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2843,2488
2024-01-31,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,848,651
2024-01-31,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,614,491
2024-02-01,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,5284,4944
2024-02-01,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,2225,1734
2024-02-01,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,1023,776
2024-02-01,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,2132,1964
2024-02-01,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,301,277
2024-02-01,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,75,56
2024-02-01,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,1704,1570
2024-02-01,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,474,390
2024-02-01,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,431,391
2024-02-02,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,3825,3175
2024-02-02,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,1701,1500
2024-02-02,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,2052,1852
2024-02-02,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,618,523
2024-02-02,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,642,513
2024-02-02,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,102,81
2024-02-02,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,1353,1178
2024-02-02,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,605,488
2024-02-02,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,1126,846
2024-02-03,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,9491,7301
2024-02-03,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,4250,3784
2024-02-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,1429,1215
2024-02-03,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,611,500
2024-02-03,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,398,358
2024-02-03,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,251,189
2024-02-03,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,1008,931
2024-02-03,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,833,753
2024-02-03,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,141,120
